adventure_score,cultural_score,nature_score,luxury_score,budget_level,trip_duration_preference,num_days,hotel_type_encoded,activity_count,season_encoded,destination_base_price,num_travellers,total_cost_npr
0.74,0.36,0.55,0.72,0.76,5,7,1,4,1,6000,2,91064
0.7,0.38,0.18,0.59,0.66,3,5,0,5,0,5000,2,39240
0.38,0.36,0.34,0.31,0.62,14,3,1,2,0,3000,4,62470
0.65,0.12,0.62,0.95,0.03,5,4,0,4,2,10000,1,21766
0.8,0.98,0.32,0.27,0.8,14,7,0,6,2,4000,4,206268
0.7,0.07,0.79,0.42,0.31,5,10,2,1,2,6000,1,120427
0.51,0.35,0.06,0.49,0.06,14,5,1,5,2,10000,4,146068
0.55,0.51,0.55,0.44,0.21,3,4,0,6,1,5000,1,15938
0.4,0.11,0.11,0.63,0.67,3,5,2,1,2,10000,1,75988
0.79,0.52,0.39,0.66,0.76,14,4,0,6,1,2000,4,112749
0.85,0.6,0.87,0.05,0.59,5,7,0,5,2,3000,4,214178
0.23,0.27,0.71,0.66,0.85,7,10,1,1,0,8000,3,161478
0.33,0.51,0.41,0.52,0.73,5,4,1,3,2,5000,1,42038
0.24,0.1,0.17,0.81,0.9,5,3,1,3,1,8000,1,25390
0.68,0.03,0.13,0.09,0.48,14,4,2,3,2,10000,3,155343
0.37,0.51,0.21,0.97,0.31,7,7,0,6,2,2000,2,89025
0.32,0.05,0.4,0.99,0.11,10,10,2,1,2,2000,4,475930
0.54,0.87,0.14,0.64,0.3,7,5,1,5,1,4000,4,143023
0.29,0.91,0.99,0.82,0.42,10,5,0,1,1,3000,2,38284
0.22,0.5,0.66,0.87,0.36,10,5,1,6,0,6000,2,57585
0.1,0.39,0.56,0.74,0.71,5,10,0,3,2,4000,3,175889
0.23,0.18,0.09,0.85,0.74,3,10,1,6,2,4000,2,202276
0.39,0.95,0.91,0.3,0.79,10,5,1,2,2,2000,3,154693
0.36,0.28,0.08,0.63,0.27,14,3,1,1,1,2000,3,47868
0.17,0.51,0.09,0.56,0.07,7,3,0,3,1,8000,4,58940
0.06,0.59,0.82,0.2,0.49,10,5,0,6,0,6000,2,42233
0.66,1.0,0.97,0.77,0.03,5,7,2,3,2,2000,4,302990
0.56,0.19,0.38,0.46,0.6,10,7,1,4,0,2000,2,78993
0.24,0.17,0.95,0.03,0.79,5,4,2,6,0,4000,1,38715
0.44,0.42,0.22,0.42,0.36,3,3,1,4,2,2000,3,76430
0.28,0.4,0.27,0.03,0.16,5,5,0,4,1,10000,4,88497
0.31,0.87,0.38,0.05,0.55,5,7,0,4,0,2000,3,89748
0.89,0.63,0.36,0.76,0.64,10,7,1,3,0,4000,1,35737
0.86,0.79,0.81,0.32,0.97,7,5,0,6,2,3000,3,146228
0.68,0.88,0.4,0.14,0.53,14,4,2,1,1,5000,2,77620
0.93,0.28,0.73,0.7,0.37,10,5,2,2,0,4000,1,39662
0.78,0.46,0.52,0.59,0.32,3,4,2,1,1,2000,3,113264
0.5,0.44,0.09,0.19,0.7,7,10,0,1,0,8000,4,106230
0.21,0.08,0.09,0.06,0.23,10,10,1,2,2,2000,1,69123
0.55,0.1,0.62,0.41,0.52,10,5,0,3,1,10000,1,25478
0.65,0.0,0.86,0.82,0.66,5,3,1,3,0,8000,2,29039
0.05,0.2,0.19,0.5,0.87,7,3,2,3,0,3000,3,91830
0.29,0.15,0.4,0.48,0.1,3,5,1,6,2,6000,2,65321
0.4,0.89,0.21,0.74,0.14,5,4,1,1,0,4000,2,29202
0.66,0.05,0.38,0.66,0.1,14,3,0,1,0,4000,3,22913
0.1,0.23,0.17,0.18,0.38,3,4,0,2,2,6000,3,67298
0.28,0.13,0.3,0.5,0.3,7,10,1,4,0,3000,3,145418
0.43,0.27,0.75,0.73,0.58,7,4,1,4,2,8000,4,147232
0.66,0.55,0.63,0.18,0.47,5,5,1,1,1,8000,2,58519
0.81,0.56,0.07,0.49,0.9,5,5,0,6,2,2000,4,138838
0.27,0.78,0.37,0.25,0.85,7,4,1,4,1,10000,4,136562
0.67,0.34,0.56,0.7,0.7,10,4,2,5,2,4000,2,118708
0.88,0.71,0.99,0.49,0.59,7,3,1,4,0,3000,4,89957
0.42,0.2,0.63,0.93,0.32,5,5,1,5,1,6000,4,134819
0.03,0.78,0.39,0.54,0.3,10,10,2,2,2,6000,1,117064
0.86,0.67,0.5,0.1,0.9,14,4,2,4,0,2000,2,83074
0.21,0.13,0.06,0.69,0.78,3,3,1,5,2,5000,4,145126
0.56,0.14,0.73,0.57,0.12,3,5,1,2,2,10000,3,108677
0.18,0.64,0.84,0.75,0.99,5,7,2,3,1,10000,4,345313
0.11,0.14,0.93,0.86,0.59,7,3,0,4,2,4000,1,20733
0.64,0.7,0.38,0.29,0.46,14,7,1,6,0,5000,2,66546
0.6,0.03,0.96,0.11,0.35,14,3,0,4,2,3000,3,67395
0.76,0.08,0.23,0.27,0.27,10,7,1,6,0,8000,3,94365
0.05,0.56,0.8,0.27,0.73,3,7,1,5,0,2000,1,38454
0.1,0.01,0.28,0.65,0.59,3,3,0,3,2,3000,1,19260
0.83,0.42,0.42,0.12,0.92,3,3,2,5,0,3000,3,94336
0.85,0.2,0.5,0.74,0.33,14,5,0,1,0,4000,2,26270
0.7,0.57,0.67,0.49,0.94,14,3,0,5,1,2000,1,18310
0.86,0.88,0.79,0.12,0.88,3,10,2,3,0,3000,3,321629
0.0,0.97,0.52,0.8,0.09,3,3,0,5,1,10000,3,39806
0.48,0.7,0.77,0.61,0.97,10,10,1,4,1,4000,4,289187
0.24,0.79,0.08,0.92,0.5,14,3,2,4,0,10000,3,79396
0.15,0.35,0.88,0.08,0.24,7,4,1,1,1,6000,4,81568
0.07,0.55,0.81,0.34,1.0,5,7,2,3,0,2000,2,144036
0.49,0.81,0.93,0.47,0.54,14,5,2,5,1,5000,4,236402
0.57,0.95,0.22,0.06,0.37,14,5,1,4,1,8000,4,117567
0.78,0.3,0.15,0.99,0.45,3,7,0,4,1,3000,3,80717
0.26,0.87,0.48,0.66,0.08,7,3,0,1,1,6000,4,32913
0.79,0.51,0.78,0.1,0.01,10,7,2,5,0,8000,3,149831
0.14,0.14,0.47,0.17,0.5,3,3,1,6,0,3000,2,33432
0.18,0.56,0.28,0.54,0.47,5,10,0,3,2,6000,3,111376
0.09,0.73,0.55,0.45,0.8,5,5,0,6,0,3000,3,72632
0.85,0.77,0.19,0.97,0.94,5,4,2,5,2,3000,1,76998
0.12,0.7,0.66,0.96,0.56,3,10,1,5,0,2000,2,100089
0.07,0.89,0.1,0.29,0.87,7,4,1,1,2,4000,2,81207
0.91,0.93,0.26,0.47,0.41,10,5,2,6,0,6000,1,40949
0.51,0.56,0.61,0.02,0.22,7,7,2,6,2,2000,2,190937
0.77,0.67,0.1,0.82,0.62,10,5,0,6,1,6000,1,25611
0.32,0.34,0.49,0.37,0.57,3,10,1,2,2,8000,1,92914
0.43,0.64,0.69,0.36,0.15,14,10,1,1,1,2000,1,49179
0.46,0.23,0.76,0.37,0.89,3,7,1,2,1,5000,1,50583
0.56,0.3,0.9,0.06,0.36,3,10,1,2,1,8000,4,235365
0.64,0.85,0.3,0.3,0.77,10,4,1,1,2,4000,2,68079
0.25,0.21,0.51,0.77,0.27,10,4,1,1,2,4000,3,86833
0.11,0.53,0.32,0.28,0.96,3,7,0,4,2,10000,4,142419
0.16,0.45,0.24,0.76,0.22,5,10,1,6,2,4000,3,215604
0.08,0.64,0.92,0.14,0.39,3,5,0,2,2,5000,4,119691
0.6,0.44,0.1,0.3,0.16,5,4,0,3,0,5000,4,53579
0.12,0.68,0.59,0.9,0.38,5,7,0,4,0,3000,3,73760
0.22,0.84,0.59,0.5,0.3,7,3,0,2,0,5000,1,10738
0.11,0.24,0.24,0.37,0.23,14,7,0,5,0,2000,1,19437
0.71,0.65,0.43,0.38,0.18,7,7,2,6,2,4000,4,354812
0.37,0.97,0.31,0.73,0.58,14,4,0,1,1,10000,3,43715
0.74,0.08,0.39,0.63,0.47,14,3,1,3,1,4000,4,91872
0.25,0.01,0.74,0.61,0.94,7,4,2,5,2,2000,1,79564
0.5,0.97,0.71,0.34,0.34,10,7,0,2,0,10000,2,41175
0.7,0.32,0.55,0.41,0.07,14,3,0,2,0,2000,1,9644
0.55,0.93,0.02,0.63,0.48,10,4,1,2,0,3000,2,41083
0.54,0.59,0.07,0.14,0.82,14,5,2,5,1,5000,2,119286
0.29,0.15,0.31,0.02,0.03,5,7,1,2,2,10000,2,101690
0.07,0.14,0.44,0.6,0.63,10,7,2,2,0,5000,3,191316
0.55,0.8,0.5,0.34,0.07,7,4,2,2,0,2000,1,29655
0.87,0.81,0.8,0.16,0.43,7,4,1,4,0,10000,3,53411
0.18,0.28,0.94,0.22,0.81,5,7,1,6,1,4000,4,245315
0.41,0.53,0.51,0.59,0.16,7,10,1,6,1,10000,1,49683
0.63,0.31,0.96,0.58,0.97,10,5,1,5,1,10000,1,38746
0.87,0.77,0.75,0.88,0.71,5,10,0,6,1,8000,1,53486
0.78,0.26,0.88,0.87,0.07,14,3,1,4,2,4000,1,21038
0.2,0.89,0.46,0.98,0.69,3,5,1,4,2,6000,4,163603
0.86,0.29,0.66,0.46,0.2,14,10,0,1,1,5000,2,59532
0.44,0.73,0.16,0.06,0.57,7,5,0,6,1,5000,4,137558
0.01,0.2,0.63,0.67,0.85,14,7,0,1,0,2000,2,39734
0.82,0.84,0.89,0.72,0.52,14,5,0,4,1,10000,2,39747
0.85,0.68,0.38,0.95,0.51,14,10,1,4,2,8000,1,78366
0.01,0.34,0.68,0.61,0.29,10,10,0,1,2,4000,4,213500
0.83,0.11,0.19,0.26,0.37,3,10,0,3,0,10000,1,28655
0.33,0.39,0.48,0.79,0.53,3,10,0,2,2,8000,1,50676
0.07,0.28,0.27,0.06,0.41,14,5,0,6,0,10000,3,58386
0.65,0.27,0.65,0.48,0.46,7,10,0,2,0,6000,1,31135
0.93,0.38,0.45,0.49,0.82,14,5,0,1,2,2000,2,61580
0.4,0.61,0.69,0.65,0.2,3,7,0,1,1,6000,4,102449
0.11,0.57,0.47,0.83,0.44,14,10,0,6,0,3000,4,144460
0.04,0.32,0.03,0.97,0.54,7,4,1,3,2,6000,1,35777
0.33,0.71,0.55,0.25,0.95,5,10,2,5,2,3000,3,483946
0.66,0.09,0.91,0.7,0.34,3,3,2,3,2,10000,3,127121
0.48,0.87,0.0,0.87,0.2,5,10,1,2,0,10000,4,179807
0.38,0.59,0.81,0.22,0.32,7,3,0,3,0,10000,3,29372
0.97,0.0,0.54,0.82,0.94,3,10,2,4,0,8000,1,106886
0.83,0.56,0.72,0.17,0.48,10,7,1,6,0,2000,3,96446
0.69,0.48,0.5,0.39,0.0,14,3,0,4,0,3000,1,7781
0.86,0.14,0.3,0.29,0.22,3,5,2,6,1,10000,4,203888
0.62,0.93,0.71,0.43,0.12,14,10,2,4,0,5000,3,231894
0.35,0.4,0.77,0.41,0.04,14,7,2,2,0,4000,3,133782
0.71,0.15,0.94,0.84,0.94,10,5,0,4,2,3000,2,56886
0.08,0.26,0.98,0.7,0.46,7,5,1,6,0,5000,1,28765
0.49,0.64,0.11,0.91,0.33,3,3,0,4,2,10000,2,29754
0.5,0.13,0.35,0.57,0.21,7,7,1,5,1,10000,2,74050
0.51,0.71,0.36,0.89,0.6,3,5,2,4,1,6000,1,59742
0.24,0.9,0.51,0.41,0.63,7,4,0,1,0,2000,4,54528
0.66,0.42,0.15,0.52,0.31,14,5,1,5,0,8000,4,99511
0.0,0.81,0.69,0.73,0.66,3,10,1,6,0,2000,3,180769
0.02,0.09,0.02,0.77,0.28,5,7,0,4,2,3000,1,46415
0.2,0.23,0.9,0.85,0.91,10,10,2,2,0,2000,1,98709
0.59,0.53,0.6,0.23,0.55,14,3,2,1,1,10000,1,33523
0.98,0.23,0.7,0.28,0.34,14,4,2,6,0,6000,2,65064
0.22,0.44,0.42,0.24,0.42,5,10,2,1,2,10000,1,126201
0.64,0.52,0.35,0.98,0.76,7,7,2,3,1,10000,1,85999
0.07,0.83,1.0,0.04,0.35,14,4,2,6,0,2000,4,144516
0.45,0.5,0.98,0.09,0.58,3,5,0,6,1,6000,2,57907
0.86,0.65,0.76,0.1,0.81,10,7,2,1,2,5000,4,412748
0.53,0.81,0.22,0.93,0.43,14,5,0,1,2,8000,4,110003
0.46,0.4,0.59,0.18,0.43,10,10,2,5,0,6000,2,176235
0.09,0.4,0.82,0.17,0.55,14,10,2,1,1,4000,2,212680
0.54,0.14,0.34,0.48,0.46,10,5,2,4,1,4000,1,56369
0.56,0.96,0.53,0.32,0.92,7,3,1,1,1,4000,4,89160
0.57,0.95,0.14,0.96,0.86,10,5,0,5,2,5000,1,38823
0.98,0.53,0.04,0.87,0.36,3,3,2,5,0,4000,3,92588
0.18,0.95,0.56,0.89,0.35,10,3,2,2,2,2000,2,76426
0.12,0.73,0.15,0.63,0.06,14,7,2,1,1,4000,2,111530
0.66,0.6,0.15,0.18,0.23,5,7,2,2,0,8000,1,52757
0.04,0.78,0.5,0.2,0.94,7,4,1,6,2,5000,2,97934
0.57,0.36,0.47,0.79,0.64,3,5,1,6,0,10000,3,93478
