name,slug,region,category,description,short_description,highlights,best_season,best_months,difficulty,min_days,max_days,base_price_per_day,image_url,latitude,longitude,tags,is_featured
Tsho Rolpa,tsho-rolpa,Hilly,Adventure,"Tsho Rolpa is a popular adventure destination in the Hilly region of Nepal. Known for its lake, pond, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Tsho Rolpa — a beautiful adventure destination in Nepal.,Lake|Pond|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/tsho-rolpa.jpg,27.242,84.281,"lake,pond,trekking",False
Tasi Gumba,tasi-gumba,Hilly,Cultural,"Tasi Gumba is a popular cultural destination in the Hilly region of Nepal. Known for its hindu, buddhist, monastery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Tasi Gumba — a beautiful cultural destination in Nepal.,Hindu|Buddhist|Monastery|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/tasi-gumba.jpg,27.5843,85.265,"hindu,buddhist,monastery",False
Langtang Himal,langtang-himal,Hilly,Adventure,"Langtang Himal is a popular adventure destination in the Hilly region of Nepal. Known for its mountain, hills, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Langtang Himal — a beautiful adventure destination in Nepal.,Mountain|Hills|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/langtang-himal.jpg,27.408,85.2211,"mountain,hills,trekking",False
Langtang National Park,langtang-national-park,Hilly,Adventure,"Langtang National Park is a popular adventure destination in the Hilly region of Nepal. Known for its trekking, wildlife.mountain, hills, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Langtang National Park — a beautiful adventure destination in Nepal.,Trekking|Wildlife.Mountain|Hills,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/langtang-national-park.jpg,26.8179,84.5186,"trekking,wildlife.mountain,hills",False
Gosaikunda,gosaikunda,Hilly,Nature,"Gosaikunda is a popular nature destination in the Hilly region of Nepal. Known for its lake, pond, mountain, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Gosaikunda — a beautiful nature destination in Nepal.,Lake|Pond|Mountain|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/gosaikunda.jpg,27.3507,81.1186,"lake,pond,mountain,trekking",False
Tamang heritage and Langtang Valley,tamang-heritage-and-langtang-valley,Hilly,Cultural,"Tamang heritage and Langtang Valley is a popular cultural destination in the Hilly region of Nepal. Known for its village, scenary, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Tamang heritage and Langtang Valley — a beautiful cultural destination in Nepal.,Village|Scenary|Trekking|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/tamang-heritage-and-langtang-valley.jpg,27.1092,81.7455,"village,scenary,trekking",False
Singa La Pass Trek,singa-la-pass-trek,Hilly,Adventure,"Singa La Pass Trek is a popular adventure destination in the Hilly region of Nepal. Known for its trekking, scenary, village, mountain, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Singa La Pass Trek — a beautiful adventure destination in Nepal.,Trekking|Scenary|Village|Mountain|Hills,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/singa-la-pass-trek.jpg,26.877,85.7113,"trekking,scenary,village,mountain,hills",False
Trishuli River,trishuli-river,Hilly,Adventure,"Trishuli River is a popular adventure destination in the Hilly region of Nepal. Known for its rafting, river, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Trishuli River — a beautiful adventure destination in Nepal.,Rafting|River|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/trishuli-river.jpg,29.2472,82.6044,"rafting,river,trekking",False
Ruby Valley Trek,ruby-valley-trek,Hilly,Nature,"Ruby Valley Trek is a popular nature destination in the Hilly region of Nepal. Known for its trekking, mountain, hills, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ruby Valley Trek — a beautiful nature destination in Nepal.,Trekking|Mountain|Hills|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/ruby-valley-trek.jpg,27.1628,86.182,"trekking,mountain,hills,scenery",False
Ganga Jamuna Trek,ganga-jamuna-trek,Hilly,Nature,"Ganga Jamuna Trek is a popular nature destination in the Hilly region of Nepal. Known for its trekking, mountain, hills, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ganga Jamuna Trek — a beautiful nature destination in Nepal.,Trekking|Mountain|Hills|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/ganga-jamuna-trek.jpg,27.1524,82.4792,"trekking,mountain,hills,scenery",False
Ganesh Himal Trek,ganesh-himal-trek,Hilly,Nature,"Ganesh Himal Trek is a popular nature destination in the Hilly region of Nepal. Known for its trekking, mountain, hills, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ganesh Himal Trek — a beautiful nature destination in Nepal.,Trekking|Mountain|Hills|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/ganesh-himal-trek.jpg,28.7962,81.5474,"trekking,mountain,hills,scenery",False
Jyamrung Trek,jyamrung-trek,Hilly,Nature,"Jyamrung Trek is a popular nature destination in the Hilly region of Nepal. Known for its trekking, mountain, hills, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Jyamrung Trek — a beautiful nature destination in Nepal.,Trekking|Mountain|Hills|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/jyamrung-trek.jpg,29.1713,80.3675,"trekking,mountain,hills,scenery",False
Tripurasundari Mai,tripurasundari-mai,Hilly,Cultural,"Tripurasundari Mai is a popular cultural destination in the Hilly region of Nepal. Known for its temple, hindu, cultural, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Tripurasundari Mai — a beautiful cultural destination in Nepal.,Temple|Hindu|Cultural|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/tripurasundari-mai.jpg,28.5371,85.06,"temple,hindu,cultural",False
Nuwakot Durbar,nuwakot-durbar,Hilly,Cultural,"Nuwakot Durbar is a popular cultural destination in the Hilly region of Nepal. Known for its cultural, historical, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Nuwakot Durbar — a beautiful cultural destination in Nepal.,Cultural|Historical|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/nuwakot-durbar.jpg,27.8499,85.9597,"cultural,historical",False
Langtang Valley,langtang-valley,Hilly,Nature,"Langtang Valley is a popular nature destination in the Hilly region of Nepal. Known for its trekking, scenery, rhododendron, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Langtang Valley — a beautiful nature destination in Nepal.,Trekking|Scenery|Rhododendron,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/langtang-valley.jpg,27.3593,83.7043,"trekking,scenery,rhododendron",False
Kulekhani Dam,kulekhani-dam,Hilly,Nature,"Kulekhani Dam is a popular nature destination in the Hilly region of Nepal. Known for its dam, river, boat tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Kulekhani Dam — a beautiful nature destination in Nepal.,Dam|River|Boat Tour,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/kulekhani-dam.jpg,27.8924,80.7798,"dam,river,boat tour",False
Dhaulagiri of Nepal,dhaulagiri-of-nepal,Hilly,Adventure,"Dhaulagiri of Nepal is a popular adventure destination in the Hilly region of Nepal. Known for its mountain, scenary, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Dhaulagiri of Nepal — a beautiful adventure destination in Nepal.,Mountain|Scenary|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/dhaulagiri-of-nepal.jpg,28.0812,82.5663,"mountain,scenary,trekking",False
Daman,daman,Hilly,Nature,"Daman is a popular nature destination in the Hilly region of Nepal. Known for its hills, mountain, picnic spot, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Daman — a beautiful nature destination in Nepal.,Hills|Mountain|Picnic Spot,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/daman.jpg,26.919,84.154,"hills,mountain,picnic spot",False
Kyanjin Ri,kyanjin-ri,Hilly,Nature,"Kyanjin Ri is a popular nature destination in the Hilly region of Nepal. Known for its hills, mountain, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Kyanjin Ri — a beautiful nature destination in Nepal.,Hills|Mountain|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/kyanjin-ri.jpg,26.9894,83.1815,"hills,mountain,trekking",False
Thamel,thamel,Hilly,Nature,"Thamel is a popular nature destination in the Hilly region of Nepal. Known for its club, casino, tour, scultptures, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Thamel — a beautiful nature destination in Nepal.,Club|Casino|Tour|Scultptures,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/thamel.jpg,28.4779,86.7468,"club,casino,tour,scultptures",False
Freak Street,freak-street,Hilly,Cultural,"Freak Street is a popular cultural destination in the Hilly region of Nepal. Known for its street, tour, club, sculptures, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Freak Street — a beautiful cultural destination in Nepal.,Street|Tour|Club|Sculptures|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/freak-street.jpg,28.3489,84.0528,"street,tour,club,sculptures",False
Asan Tole,asan-tole,Hilly,Cultural,"Asan Tole is a popular cultural destination in the Hilly region of Nepal. Known for its sculpture, hindu, temple, cultural, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Asan Tole — a beautiful cultural destination in Nepal.,Sculpture|Hindu|Temple|Cultural|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/asan-tole.jpg,28.5945,87.9151,"sculpture,hindu,temple,cultural",False
Garden Of Dreams,garden-of-dreams,Hilly,Nature,"Garden Of Dreams is a popular nature destination in the Hilly region of Nepal. Known for its Garden, pond, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Garden Of Dreams — a beautiful nature destination in Nepal.,Garden|Pond,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/garden-of-dreams.jpg,28.6893,83.3508,"garden,pond",False
Kopan Monastery,kopan-monastery,Hilly,Cultural,"Kopan Monastery is a popular cultural destination in the Hilly region of Nepal. Known for its monastery, buddhist, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Kopan Monastery — a beautiful cultural destination in Nepal.,Monastery|Buddhist|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/kopan-monastery.jpg,29.2796,86.3051,"monastery,buddhist",False
Kumari Bahal,kumari-bahal,Hilly,Cultural,"Kumari Bahal is a popular cultural destination in the Hilly region of Nepal. Known for its hindu, historical, buddhist, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Kumari Bahal — a beautiful cultural destination in Nepal.,Hindu|Historical|Buddhist|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/kumari-bahal.jpg,28.3924,80.5862,"hindu,historical,buddhist",False
Chabahil Stupa,chabahil-stupa,Hilly,Cultural,"Chabahil Stupa is a popular cultural destination in the Hilly region of Nepal. Known for its buddhist, hindu, cultural, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Chabahil Stupa — a beautiful cultural destination in Nepal.,Buddhist|Hindu|Cultural|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/chabahil-stupa.jpg,29.1867,87.555,"buddhist,hindu,cultural",False
Champa Devi Temple (Hiking Trail),champa-devi-temple-hiking-trail,Hilly,Cultural,"Champa Devi Temple (Hiking Trail) is a popular cultural destination in the Hilly region of Nepal. Known for its hiking, temple, religious shrine, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Champa Devi Temple (Hiking Trail) — a beautiful cultural destination in Nepal.,Hiking|Temple|Religious Shrine|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Challenging,1,4,4500,/images/destinations/champa-devi-temple-hiking-trail.jpg,26.5627,81.0788,"hiking,temple,religious shrine",False
